Crop,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
Millet,Kharif,Namakkal,28944,508.4,2464265,4760,1.12
Sesame,Kharif,Virudhunagar,1520,478.4,311275,440,0.66
Sugarcane,Whole Year,Rajapalayam,13030,1265.3,2393097,4240,40.78
Rice,Rabi,Palani,36634,1487.0,4939185,9716,2.7
Chilli,Rabi,Rajapalayam,4008,877.1,784841,6449,1.36
Blackgram,Rabi,Dindigul,2401,516.4,228143,929,0.42
Chickpea,Rabi,Attur,16613,570.9,1241920,1448,0.99
Chilli,Kharif,Sivakasi,11334,942.7,2397528,4278,3.14
Papaya,Whole Year,Kodaikanal,2286,1154.4,722788,1977,21.57
Chilli,Kharif,Sivakasi,11252,855.7,2147894,2716,1.29
Sesame,Kharif,Salem,1880,620.5,180491,995,0.33
Banana,Whole Year,Salem,41813,785.8,2076195,9890,10.27
Groundnut,Rabi,Sivakasi,31208,866.5,3475766,5963,2.29
Banana,Whole Year,Virudhunagar,4874,855.0,2351400,4337,12.39
Pigeonpea,Kharif,Salem,8174,638.0,755549,2697,0.74
Pomegranate,Whole Year,Theni,668,614.6,408345,357,4.53
Blackgram,Rabi,Virudhunagar,11458,462.1,309898,1682,0.62
Chilli,Kharif,Palani,3521,672.8,1365280,5563,1.49
Cotton,Kharif,Virudhunagar,44808,591.1,3626596,7709,1.43
Coffee,Whole Year,Namakkal,1179,1086.2,326972,2722,0.59
Sugarcane,Whole Year,Virudhunagar,51249,1399.1,8305257,23069,71.38
Banana,Whole Year,Madurai,24098,836.0,4606076,11661,25.09
Blackgram,Rabi,Salem,15496,529.0,812937,2267,0.73
Sorghum,Kharif,Madurai,2703,472.3,839918,1605,0.91
Papaya,Whole Year,Dindigul,7806,973.6,2371947,2271,28.77
Sesame,Kharif,Palani,4328,882.1,407261,1084,0.59
Turmeric,Kharif,Madurai,6730,1044.3,2112899,3069,3.14
Rice,Kharif,Palani,54526,1128.1,4217257,15194,2.13
Sugarcane,Whole Year,Salem,82817,1280.3,10160718,21401,53.37
Greengram,Kharif,Madurai,13258,426.4,390679,746,0.48
Pomegranate,Whole Year,Namakkal,2692,778.0,407858,861,11.15
Chickpea,Rabi,Sivakasi,14963,578.1,1405558,4292,1.12
Sesame,Kharif,Kodaikanal,8752,801.7,297609,2236,0.35
Mango,Whole Year,Virudhunagar,5335,974.8,1964968,6279,4.96
Banana,Whole Year,Theni,31141,1467.1,5147865,17160,20.47
Cotton,Kharif,Salem,3177,710.0,2488750,2327,1.8
Blackgram,Rabi,Madurai,13670,645.1,980031,1465,0.53
Maize,Kharif,Palani,28826,1279.8,2047021,9078,1.93
Chickpea,Rabi,Dindigul,5945,863.0,745510,1362,0.54
Greengram,Kharif,Theni,4844,680.1,243869,2066,0.54
Papaya,Whole Year,Namakkal,1884,1125.5,1127230,1001,32.86
Blackgram,Rabi,Theni,8543,795.7,454590,119,0.68
Greengram,Kharif,Theni,597,868.8,161533,100,0.36
Pomegranate,Whole Year,Theni,4715,839.7,447964,1824,8.88
Chickpea,Rabi,Attur,8608,730.0,871281,3530,0.92
Papaya,Whole Year,Theni,7968,1351.9,2195966,2646,31.72
Cotton,Kharif,Sivakasi,18533,865.1,2263659,9287,1.96
Maize,Rabi,Palani,44134,936.1,3948858,7628,2.47
Turmeric,Kharif,Karur,9593,1271.0,1196895,2326,4.91
Mango,Whole Year,Virudhunagar,21724,818.0,2722861,6922,4.82
Rice,Kharif,Sivakasi,42413,1012.9,4418297,19545,1.23
Chilli,Rabi,Kodaikanal,2138,752.8,324590,2375,1.06
Coffee,Whole Year,Kodaikanal,4584,1807.6,729946,4640,0.79
Mango,Whole Year,Salem,4686,738.5,884986,1776,5.7
Papaya,Whole Year,Madurai,7092,1194.5,2184516,2414,39.23
Rice,Rabi,Virudhunagar,39840,1210.3,2868015,14898,1.23
Banana,Whole Year,Palani,12517,1020.2,1281763,2975,17.75
Pomegranate,Whole Year,Attur,3665,532.1,803720,363,4.67
Coconut,Whole Year,Rajapalayam,12854,1092.0,1351751,4581,8.3
Sugarcane,Whole Year,Virudhunagar,69796,1362.1,9883649,36571,69.36
Banana,Whole Year,Salem,8478,1354.0,3304133,6079,22.39
Rice,Kharif,Dindigul,66821,1132.3,4193929,9550,1.87
Chilli,Kharif,Rajapalayam,2222,727.4,1288061,4173,0.92
Greengram,Kharif,Madurai,8669,474.8,668365,1845,0.35
Tapioca,Whole Year,Namakkal,11117,646.8,1993203,2815,17.43
Pomegranate,Whole Year,Attur,369,445.6,157832,100,2.85
Millet,Kharif,Virudhunagar,14555,627.1,1212606,2569,1.37
Maize,Kharif,Palani,20553,771.6,1994722,4343,3.47
Chilli,Kharif,Attur,7707,810.3,1156189,5867,1.78
Coffee,Whole Year,Theni,4339,1066.7,375649,4917,1.34
Coffee,Whole Year,Theni,825,1425.0,249174,720,1.39
Millet,Kharif,Karur,26260,592.3,1997410,1952,1.38
Sesame,Kharif,Sivakasi,7880,561.2,382702,1582,0.44
Pomegranate,Whole Year,Madurai,3867,417.0,502932,3182,3.14
Groundnut,Kharif,Theni,17426,1068.6,1454260,3833,1.08
Papaya,Whole Year,Karur,2457,1053.0,773865,3520,31.46
Sorghum,Rabi,Palani,3628,890.4,479635,1308,1.01
Banana,Whole Year,Palani,6940,1484.0,1101835,5863,19.85
Pomegranate,Whole Year,Virudhunagar,2389,305.2,286321,1360,5.59
Greengram,Kharif,Dindigul,4210,531.2,458912,1326,0.34
Chickpea,Rabi,Palani,17190,936.1,1477983,3684,0.68
Banana,Whole Year,Sivakasi,8505,820.8,1351338,3590,17.37
Coconut,Whole Year,Virudhunagar,39943,1161.7,2059313,3459,8.34
Turmeric,Kharif,Palani,663,1165.9,1172020,2016,4.5
Chickpea,Rabi,Dindigul,7844,819.6,251811,2003,0.8
Blackgram,Rabi,Theni,5936,776.6,915201,1825,0.95
Sugarcane,Whole Year,Rajapalayam,23828,1145.6,5713792,13004,46.88
Rice,Rabi,Virudhunagar,24047,1102.8,2243983,8917,2.52
Chilli,Kharif,Virudhunagar,1866,977.2,1320035,4756,2.05
Chickpea,Rabi,Virudhunagar,7946,748.2,625760,1194,0.47
Banana,Whole Year,Theni,46751,1382.3,2309302,19789,20.87
Chickpea,Rabi,Karur,4423,713.6,396252,307,0.98
Groundnut,Rabi,Attur,29325,739.1,4138839,4940,2.56
Greengram,Kharif,Rajapalayam,1877,604.4,318299,831,0.82
Pomegranate,Whole Year,Attur,1149,474.1,650653,2384,3.87
Sorghum,Rabi,Palani,21881,546.9,1223271,3147,0.46
Chilli,Kharif,Karur,8225,864.8,1665870,2315,0.94
Pigeonpea,Kharif,Rajapalayam,9586,775.1,163722,1787,0.79
Tapioca,Whole Year,Karur,4453,919.3,1640888,2729,15.59
Pigeonpea,Kharif,Palani,10759,1224.1,820285,1673,0.64
Mango,Whole Year,Salem,3598,843.7,641126,4824,7.17
Turmeric,Kharif,Palani,8521,1503.8,2363873,1468,3.99
Greengram,Kharif,Palani,6191,937.5,659004,1500,0.5
Banana,Whole Year,Madurai,9532,1077.3,2576953,10213,14.58
Sugarcane,Whole Year,Sivakasi,94915,895.7,6065655,35200,67.54
Rice,Rabi,Namakkal,22575,1072.2,2785976,8434,2.63
Banana,Whole Year,Theni,34929,1443.1,1994862,9266,33.56
Tapioca,Whole Year,Madurai,7343,688.8,1542918,891,21.86
Coffee,Whole Year,Theni,2998,1739.2,1030206,1851,0.58
Banana,Whole Year,Madurai,11949,1016.1,2979561,7072,12.48
Millet,Kharif,Attur,17005,728.7,503124,2300,1.26
Banana,Whole Year,Palani,40266,1205.5,3375941,6249,24.88
Pomegranate,Whole Year,Virudhunagar,3097,633.1,353071,1029,5.47
Millet,Kharif,Madurai,7862,498.4,412743,1415,1.28
Rice,Kharif,Kodaikanal,58997,1151.7,2157860,13347,3.18
Tapioca,Whole Year,Rajapalayam,19112,656.9,2188964,3816,15.46
Tapioca,Whole Year,Dindigul,13844,666.6,1361003,1946,27.53
Sorghum,Kharif,Namakkal,9490,457.1,1279388,4285,0.67
Papaya,Whole Year,Virudhunagar,5795,1033.7,1261373,6105,25.4
Blackgram,Rabi,Karur,7192,797.7,1072178,2329,0.43
Coffee,Whole Year,Salem,3010,1475.6,1400201,3227,1.41
Pigeonpea,Kharif,Kodaikanal,9370,905.4,442227,1944,0.59
Papaya,Whole Year,Namakkal,6653,875.6,1685169,1680,22.83
Sugarcane,Whole Year,Theni,21280,1138.1,3636815,18022,48.91
Millet,Kharif,Namakkal,12968,529.5,1726838,1025,0.63
Millet,Kharif,Karur,22659,691.2,2290221,1500,0.82
Chickpea,Rabi,Namakkal,8318,569.1,346898,2229,0.93
Tapioca,Whole Year,Madurai,27988,665.2,1248008,6253,17.73
Rice,Kharif,Kodaikanal,75504,1392.7,2839470,28188,2.62
Sorghum,Kharif,Namakkal,2601,797.5,713363,276,1.42
Coffee,Whole Year,Rajapalayam,4967,1564.3,1613429,5532,1.23
Tapioca,Whole Year,Attur,21232,817.0,1507541,2510,30.02
Chickpea,Rabi,Kodaikanal,16712,937.3,1320398,1744,0.67
Groundnut,Kharif,Karur,51236,788.0,2518683,16097,1.04
Groundnut,Kharif,Palani,19331,993.6,1817640,6978,1.56
Tapioca,Whole Year,Palani,15289,1093.2,950858,2480,27.67
Sesame,Kharif,Virudhunagar,5774,546.7,542872,1267,0.65
Turmeric,Kharif,Theni,682,1459.5,1015082,2596,5.3
Pomegranate,Whole Year,Dindigul,3114,598.5,393704,2730,7.69
Pigeonpea,Kharif,Kodaikanal,1050,1100.2,116778,1008,0.72
Banana,Whole Year,Karur,42969,859.3,4447311,17477,26.72
Cotton,Kharif,Salem,33959,1012.5,2972226,8922,1.5
Chilli,Kharif,Palani,4872,943.0,1596921,3451,1.9
Pigeonpea,Kharif,Karur,672,826.3,139556,593,0.41
Greengram,Kharif,Theni,11917,623.0,732790,3735,0.57
Sugarcane,Whole Year,Salem,29318,1199.1,5910035,15865,51.8
Chickpea,Rabi,Virudhunagar,15861,695.9,702971,3110,0.83
Millet,Kharif,Rajapalayam,8430,822.5,786072,2391,1.41
Millet,Kharif,Karur,13220,753.7,1608690,433,1.06
Coconut,Whole Year,Madurai,44273,1071.2,4010957,10015,4.69
Sorghum,Kharif,Sivakasi,16792,787.7,1012454,1433,1.44
Sesame,Kharif,Salem,9043,569.2,310646,2309,0.63
Banana,Whole Year,Karur,1973,1241.0,1002569,5013,28.44
Sugarcane,Whole Year,Karur,42449,1422.0,5663505,12380,47.9
Turmeric,Kharif,Theni,10574,1019.9,1847839,2925,4.25
Turmeric,Kharif,Rajapalayam,7136,805.8,1340833,3622,3.52
Sugarcane,Whole Year,Salem,19434,950.5,5663007,8273,39.15
Coffee,Whole Year,Kodaikanal,3355,1097.6,1276670,4223,0.76
Chilli,Rabi,Palani,8606,1131.5,2542425,8551,1.77
Turmeric,Kharif,Sivakasi,13768,761.7,3511047,3603,5.77
Sugarcane,Whole Year,Salem,77681,1354.2,7680926,37714,72.19
Sorghum,Rabi,Palani,5602,538.5,723743,2719,0.95
Turmeric,Kharif,Namakkal,9085,1262.9,2519579,5471,4.3
Turmeric,Kharif,Virudhunagar,2088,991.2,1137866,3118,3.79
Banana,Whole Year,Palani,11322,1200.2,2081703,6563,28.48
Mango,Whole Year,Palani,15890,1040.3,956698,6311,5.34
Millet,Kharif,Palani,14007,886.1,1720253,3923,0.79
Chilli,Rabi,Karur,5121,661.4,951077,4375,1.84
Pigeonpea,Kharif,Madurai,5976,771.5,422698,1237,0.31
Cotton,Kharif,Madurai,36210,920.2,3310659,3724,1.34
Chickpea,Rabi,Virudhunagar,1250,684.6,225735,824,0.65
Groundnut,Kharif,Dindigul,43860,771.8,3940186,15669,0.92
Coconut,Whole Year,Virudhunagar,2000,920.5,1089859,1217,6.22
Rice,Kharif,Rajapalayam,76008,1267.8,7634103,23846,2.55
Sesame,Kharif,Salem,940,823.4,194712,100,0.33
Pigeonpea,Kharif,Virudhunagar,4570,919.7,519639,776,0.62
Blackgram,Rabi,Namakkal,2392,457.9,677191,553,0.61
Banana,Whole Year,Attur,24344,854.6,1283638,9368,18.59
Mango,Whole Year,Karur,2538,924.0,622646,1114,7.61
Pomegranate,Whole Year,Kodaikanal,1913,563.8,349592,877,3.69
Turmeric,Kharif,Palani,13721,1457.0,2006222,8510,4.93
Rice,Rabi,Namakkal,16947,1199.6,1200547,2254,1.27
Maize,Rabi,Kodaikanal,47631,905.9,2215283,3954,3.31
Maize,Kharif,Salem,28219,1018.4,2088152,9258,1.77
Papaya,Whole Year,Dindigul,2528,1149.2,1306481,4335,33.83
Millet,Kharif,Kodaikanal,28621,998.8,671175,4910,1.35
Sesame,Kharif,Rajapalayam,8088,572.0,649211,1248,0.29
Papaya,Whole Year,Rajapalayam,6446,954.7,676427,4060,27.87
Cotton,Kharif,Namakkal,42180,792.5,1629392,15936,1.0
Papaya,Whole Year,Kodaikanal,4445,1117.3,1317252,1500,36.15
Millet,Kharif,Karur,28356,483.5,776592,7806,0.8
Mango,Whole Year,Virudhunagar,29857,526.9,1472177,12674,5.7
Groundnut,Kharif,Virudhunagar,36750,826.9,3645558,10024,2.5
Greengram,Kharif,Rajapalayam,3672,631.9,536598,1349,0.4
Pomegranate,Whole Year,Salem,2378,461.4,399031,2870,2.95
Sorghum,Rabi,Rajapalayam,3430,765.2,775454,922,1.41
Maize,Kharif,Theni,28063,1027.6,1122812,9616,3.51
Sorghum,Kharif,Madurai,5132,701.2,1037913,2445,1.15
Cotton,Kharif,Madurai,7075,865.1,1530217,4368,1.37
Sesame,Kharif,Salem,7631,725.5,209296,715,0.76
Coconut,Whole Year,Attur,8019,780.4,1513523,2285,3.98
Mango,Whole Year,Madurai,12738,926.0,1309191,6669,8.38
Tapioca,Whole Year,Dindigul,2471,798.9,1353099,2825,25.13
Greengram,Kharif,Karur,14265,500.8,712851,398,0.35
Maize,Kharif,Dindigul,31811,986.7,2633091,10770,3.21
Tapioca,Whole Year,Karur,16285,654.0,749749,4427,23.56
Blackgram,Rabi,Dindigul,16024,687.1,1655123,3434,0.4
Tapioca,Whole Year,Karur,27618,713.6,3043667,2392,32.23
Tapioca,Whole Year,Karur,5487,855.4,1643470,1761,21.32
Pigeonpea,Kharif,Sivakasi,1186,603.4,270640,1176,0.69
Mango,Whole Year,Sivakasi,33543,790.5,2538553,9481,3.23
Groundnut,Kharif,Attur,23225,830.6,3450823,10493,0.84
Groundnut,Kharif,Virudhunagar,30646,741.9,3862608,5716,1.41
Banana,Whole Year,Namakkal,26219,866.7,4095744,11854,30.25
Coffee,Whole Year,Theni,439,1299.3,267270,2822,1.36
Chilli,Kharif,Dindigul,668,645.4,597532,3943,1.75
Sesame,Kharif,Salem,6857,533.9,675946,2679,0.52
Sorghum,Rabi,Sivakasi,6506,673.2,1029736,3528,1.49
Coffee,Whole Year,Virudhunagar,470,1008.7,423439,1719,0.42
Pomegranate,Whole Year,Rajapalayam,865,508.5,579229,1060,7.62
Papaya,Whole Year,Sivakasi,6965,1114.6,2070286,5693,30.18
Papaya,Whole Year,Namakkal,4542,1197.3,991105,1522,21.18
Chilli,Rabi,Dindigul,3883,764.1,1709472,2699,2.56
Chilli,Kharif,Kodaikanal,2142,1177.9,1108454,2060,2.51
Pomegranate,Whole Year,Attur,912,506.8,378229,100,4.78
Banana,Whole Year,Namakkal,12270,798.2,1780031,7801,19.06
Coconut,Whole Year,Kodaikanal,48422,1256.5,1701303,9524,10.33
Cotton,Kharif,Theni,49284,1131.9,4734130,10213,2.24
Coffee,Whole Year,Palani,4464,1640.4,1852290,3657,0.57
Turmeric,Kharif,Salem,12018,961.5,2413002,5973,2.46
Pomegranate,Whole Year,Madurai,3479,576.0,289412,842,3.41
Sugarcane,Whole Year,Theni,55695,1527.8,10354120,11109,72.47
Greengram,Kharif,Rajapalayam,2491,537.1,406806,362,0.75
Banana,Whole Year,Dindigul,406,829.7,1964269,5572,25.08
Maize,Kharif,Kodaikanal,23585,1020.1,892193,2729,3.22
Chilli,Rabi,Dindigul,398,992.7,526694,1605,1.26
Turmeric,Kharif,Salem,13881,1081.8,3275742,3813,4.05
Blackgram,Rabi,Karur,11395,857.5,438705,2955,0.6
Coffee,Whole Year,Salem,692,1138.3,212416,698,0.76
Chilli,Rabi,Theni,10901,822.5,1394091,7777,1.92
Papaya,Whole Year,Theni,6654,1206.1,1469285,5940,39.95
Blackgram,Rabi,Theni,919,1034.2,422631,100,0.93
Chilli,Rabi,Salem,6177,694.0,816895,7177,2.39
Banana,Whole Year,Kodaikanal,11420,1330.1,1652731,7206,26.84
Papaya,Whole Year,Sivakasi,5719,1106.6,1820811,1781,20.66
Chilli,Kharif,Kodaikanal,10655,1089.5,823146,2128,2.57
Pigeonpea,Kharif,Sivakasi,11903,753.4,628380,2786,0.41
Pomegranate,Whole Year,Attur,242,619.2,375690,2443,5.91
Sugarcane,Whole Year,Palani,86254,1207.7,12935610,16267,49.52
Coffee,Whole Year,Salem,3082,1197.3,1444853,1693,0.87
Mango,Whole Year,Palani,36961,1155.6,1661764,10196,6.22
Banana,Whole Year,Madurai,47490,796.1,6883449,14380,13.48
Mango,Whole Year,Attur,12717,991.0,1389590,3145,2.91
Cotton,Kharif,Theni,58853,1126.9,2489103,7597,1.12
Pigeonpea,Kharif,Namakkal,4458,879.6,200614,1659,0.94
Maize,Kharif,Virudhunagar,47549,613.3,1690012,6757,1.94
Sugarcane,Whole Year,Salem,74000,1485.2,8235320,25843,53.14
Pigeonpea,Kharif,Virudhunagar,7900,733.9,310035,2709,0.3
Tapioca,Whole Year,Karur,26413,1020.4,1392785,8237,23.38
Sorghum,Rabi,Karur,1333,893.9,667891,858,1.17
Millet,Kharif,Dindigul,26985,562.5,1131847,980,0.81
Pomegranate,Whole Year,Theni,3656,715.9,1063898,2100,8.32
Pomegranate,Whole Year,Kodaikanal,1047,804.7,251410,100,6.48
Coffee,Whole Year,Dindigul,3769,1195.9,492062,2159,1.2
Cotton,Kharif,Madurai,34090,559.6,2033232,5766,0.68
Sorghum,Rabi,Dindigul,2621,589.3,513498,2214,0.82
Blackgram,Rabi,Karur,9149,918.7,739717,1105,0.38
Tapioca,Whole Year,Attur,9718,944.1,828699,3331,20.93
Chickpea,Rabi,Salem,595,655.2,308152,1446,0.99
Turmeric,Kharif,Madurai,6461,978.9,870815,4039,5.24
Turmeric,Kharif,Salem,9981,1122.8,2814986,2082,6.52
Cotton,Kharif,Namakkal,47325,803.2,2111976,11871,1.15
Sesame,Kharif,Virudhunagar,4217,791.0,173527,1335,0.34
Tapioca,Whole Year,Attur,29472,955.6,3930692,2724,22.65
Cotton,Kharif,Palani,34517,966.6,2882432,9544,1.8
Banana,Whole Year,Virudhunagar,39380,1222.9,3233282,9106,13.38
Pomegranate,Whole Year,Dindigul,2969,577.6,380050,1541,7.32
Coconut,Whole Year,Dindigul,3551,753.3,824214,3437,6.91
Chilli,Rabi,Salem,3903,744.5,1573453,3142,1.32
Rice,Rabi,Salem,12996,1385.4,1625190,12210,1.1
Banana,Whole Year,Madurai,26251,864.3,2393252,3572,18.91
Maize,Kharif,Madurai,5329,713.3,413921,3830,1.83
Papaya,Whole Year,Attur,6260,889.6,567794,6505,32.82
Coconut,Whole Year,Theni,37820,1405.1,3800102,8948,6.63
Banana,Whole Year,Kodaikanal,41497,1077.2,2239615,11448,15.86
Sorghum,Rabi,Kodaikanal,13943,1056.2,238007,4823,0.86
Coconut,Whole Year,Kodaikanal,28332,992.8,3573443,7754,4.47
Pomegranate,Whole Year,Salem,1568,482.1,549818,1461,7.41
Chilli,Rabi,Theni,5096,745.0,1434686,7366,1.59
Coffee,Whole Year,Karur,2373,1572.8,1137908,1441,1.26
Greengram,Kharif,Dindigul,14996,467.1,1394552,1615,0.58
Groundnut,Rabi,Namakkal,42337,868.9,1919626,9664,0.99
Chilli,Kharif,Madurai,10094,949.4,808833,3931,1.1
Pomegranate,Whole Year,Karur,969,681.5,527241,2372,9.09
Coffee,Whole Year,Palani,3048,1346.9,1154683,4201,1.01
Blackgram,Rabi,Kodaikanal,2641,955.5,378552,1381,0.39
Rice,Kharif,Salem,25962,1080.2,3908098,4115,2.03
Sesame,Kharif,Namakkal,7934,471.4,356560,2597,0.54
Chickpea,Rabi,Virudhunagar,10431,593.0,850220,2687,0.89
Mango,Whole Year,Virudhunagar,19552,499.8,2176904,3752,2.33
Papaya,Whole Year,Madurai,675,838.1,426530,2318,16.43
Pigeonpea,Kharif,Theni,400,1078.8,333379,100,0.81
Mango,Whole Year,Madurai,35102,969.0,3529969,13882,6.78
Papaya,Whole Year,Palani,3869,1071.5,1339985,3553,26.17
Papaya,Whole Year,Theni,182,1500.1,155292,2356,20.21
Sorghum,Rabi,Salem,11547,561.2,1401500,4446,0.48
Coconut,Whole Year,Attur,55223,1124.7,5595549,6250,10.95
Sugarcane,Whole Year,Virudhunagar,28226,1037.9,7487560,14467,41.21
Rice,Kharif,Sivakasi,64592,984.8,2030281,12106,2.22
Chickpea,Rabi,Rajapalayam,13666,669.7,884816,3038,0.94
Chickpea,Rabi,Theni,7052,1122.1,493259,547,1.23
Mango,Whole Year,Attur,21241,977.5,2810457,8399,7.45
Groundnut,Rabi,Namakkal,13331,785.5,934307,4354,2.11
Sorghum,Kharif,Palani,2386,1129.6,334079,1967,1.28
Cotton,Kharif,Theni,59349,779.2,4865450,15584,0.76
Papaya,Whole Year,Kodaikanal,3414,1441.6,890955,1606,20.99
Mango,Whole Year,Dindigul,27807,777.7,2741194,2460,4.9
Pomegranate,Whole Year,Kodaikanal,1574,697.0,699471,1049,6.56
Pomegranate,Whole Year,Sivakasi,4237,592.3,881643,4446,7.62
Coconut,Whole Year,Sivakasi,28036,906.3,3740618,2948,8.34
Blackgram,Rabi,Namakkal,4698,765.9,737923,1432,0.39
Coffee,Whole Year,Salem,1199,1349.9,610292,2824,1.13
Groundnut,Kharif,Namakkal,6795,996.3,1445718,3487,1.68
Pomegranate,Whole Year,Theni,815,903.5,346994,306,8.41
Maize,Rabi,Attur,33212,1012.7,3549483,8268,2.89
Turmeric,Kharif,Dindigul,13977,1275.4,2216256,6977,6.7
Papaya,Whole Year,Palani,1805,1460.0,1088231,1773,32.37
Papaya,Whole Year,Theni,653,1183.4,253115,1455,30.1
Turmeric,Kharif,Sivakasi,11885,947.3,2363802,7825,4.31
Papaya,Whole Year,Sivakasi,3179,1096.2,736458,3292,29.45
Banana,Whole Year,Virudhunagar,12456,811.3,2261910,11443,20.87
Maize,Kharif,Dindigul,45919,688.3,3485876,5045,2.09
Rice,Kharif,Palani,43621,1118.1,6129707,19412,2.89
Pomegranate,Whole Year,Kodaikanal,3177,1072.1,446394,4193,5.7
Papaya,Whole Year,Rajapalayam,882,1289.9,749117,2478,20.44
Sorghum,Kharif,Karur,12552,621.3,774513,1973,0.62
Papaya,Whole Year,Karur,7334,1258.5,898456,2973,29.08
Pomegranate,Whole Year,Rajapalayam,4559,651.8,921435,824,7.36
Cotton,Kharif,Madurai,55684,909.3,5886951,18736,1.83
Pigeonpea,Kharif,Sivakasi,11307,869.5,501712,637,0.64
Coconut,Whole Year,Attur,49326,912.5,2269018,12889,8.94
Rice,Rabi,Sivakasi,12264,1094.5,1471848,7940,2.7
Sesame,Kharif,Madurai,9876,810.1,413880,1405,0.35
Sugarcane,Whole Year,Madurai,78594,1406.8,10617581,12418,80.25
Coconut,Whole Year,Sivakasi,35798,834.7,3122817,5742,9.08
Pigeonpea,Kharif,Kodaikanal,3733,1011.7,45892,2080,0.52
Maize,Rabi,Kodaikanal,21163,923.8,1979274,2650,2.72
Sesame,Kharif,Madurai,5077,638.3,439838,2056,0.47
Rice,Kharif,Rajapalayam,15991,1086.4,2402366,10604,2.08
Turmeric,Kharif,Palani,11726,1144.1,1896613,5740,6.37
Blackgram,Rabi,Sivakasi,6206,746.2,544618,1825,0.72
Pigeonpea,Kharif,Theni,6504,1033.2,892405,1728,0.37
Millet,Kharif,Palani,20078,767.1,1498592,1481,1.27
Turmeric,Kharif,Virudhunagar,8574,1008.0,1605227,4346,3.4
Mango,Whole Year,Namakkal,25513,933.0,3325482,10556,5.01
Coconut,Whole Year,Namakkal,8312,1164.6,1786469,1883,5.82
Sorghum,Kharif,Virudhunagar,4980,385.8,722103,2546,0.82
Papaya,Whole Year,Attur,7532,1057.4,1304752,7007,31.93
Groundnut,Rabi,Dindigul,13634,703.2,2964098,3757,1.15
Millet,Kharif,Theni,4213,841.3,272326,1351,1.32
Turmeric,Kharif,Sivakasi,12372,847.7,2482668,6541,3.95
Blackgram,Rabi,Palani,13201,721.4,1147748,1200,0.67
Cotton,Kharif,Dindigul,7192,806.4,1607880,4286,1.13
Groundnut,Kharif,Namakkal,34750,774.6,1067493,12538,1.7
Chilli,Kharif,Virudhunagar,6358,916.7,1005813,7245,2.16
Pigeonpea,Kharif,Madurai,11410,938.5,1102872,868,0.95
Maize,Rabi,Virudhunagar,14244,714.2,1796288,6043,2.48
Papaya,Whole Year,Palani,6769,1190.7,1600160,1972,43.48
Mango,Whole Year,Salem,38672,625.9,4073830,10898,4.88
Tapioca,Whole Year,Attur,11368,643.8,1155626,1434,14.92
Turmeric,Kharif,Karur,5550,1046.6,2103384,4016,4.24
Sugarcane,Whole Year,Rajapalayam,85379,1478.6,8834265,18596,64.3
Cotton,Kharif,Sivakasi,64305,691.1,4629301,12626,1.47
Sugarcane,Whole Year,Karur,71935,1169.0,8002098,32895,59.93
Sorghum,Kharif,Madurai,15586,705.4,1661546,3776,1.28
Coffee,Whole Year,Dindigul,3894,1345.7,711575,1601,1.03
Turmeric,Kharif,Salem,3040,1061.7,1365611,1826,3.2
Chilli,Rabi,Theni,776,719.0,948218,3681,0.77
Mango,Whole Year,Virudhunagar,2973,1016.2,1041167,3913,3.92
Banana,Whole Year,Madurai,17368,1395.5,4226068,3974,36.04
Sesame,Kharif,Dindigul,9017,643.4,778089,1747,0.53
Blackgram,Rabi,Theni,12610,1018.1,490979,1458,0.67
Millet,Kharif,Salem,8871,770.6,1080612,1352,1.72
Blackgram,Rabi,Virudhunagar,12707,797.3,437292,1274,0.93
Chickpea,Rabi,Palani,11203,943.9,1258074,606,0.56
Coffee,Whole Year,Sivakasi,633,1235.6,481821,1846,0.67
Tapioca,Whole Year,Madurai,16399,833.5,2617536,5143,19.92
Coconut,Whole Year,Attur,56713,1048.6,1541892,6116,8.64
Banana,Whole Year,Palani,3922,1494.8,872128,4811,25.93
Chilli,Rabi,Madurai,9454,866.7,1436664,6904,1.29
Millet,Kharif,Namakkal,4368,856.0,618731,1876,1.55
Greengram,Kharif,Theni,4442,644.4,222017,2512,0.41
Pomegranate,Whole Year,Namakkal,1810,477.7,220204,2229,5.21
Millet,Kharif,Salem,18631,734.7,2048301,2875,1.37
Blackgram,Rabi,Namakkal,17746,575.0,519700,4399,0.36
Blackgram,Rabi,Kodaikanal,19890,840.0,1167253,1991,0.67
Greengram,Kharif,Karur,4170,636.0,257817,228,0.65
Coconut,Whole Year,Palani,1641,1196.7,1264797,3538,8.6
Chickpea,Rabi,Karur,14317,770.1,741898,942,0.79
Millet,Kharif,Rajapalayam,23546,582.9,1240424,3553,0.63
Pigeonpea,Kharif,Karur,10323,752.8,521873,1286,0.86
Papaya,Whole Year,Attur,6434,935.9,1849495,6647,36.48
Turmeric,Kharif,Theni,6546,1369.7,956494,5471,2.68
Groundnut,Kharif,Namakkal,22147,998.6,2662958,2595,2.1
Millet,Kharif,Salem,7645,581.9,646982,875,1.27
Rice,Kharif,Attur,2355,1287.9,1263233,6303,1.32
Tapioca,Whole Year,Karur,19797,865.5,2327375,4977,26.01
Papaya,Whole Year,Karur,7644,1011.4,1469722,4295,23.34
Rice,Rabi,Attur,2967,1308.0,1032717,1894,1.9
